sample_id,side,region_id,region_name,face_id,local_v0,local_v1,local_v2,global_v0,global_v1,global_v2
T078,L,T010,test,3,10,11,2,415,416,407
T078,L,T010,test,4,2,11,3,407,416,408
T078,L,T010,test,5,11,12,3,416,417,408
T078,L,T010,test,6,3,12,4,408,417,409
T078,L,T010,test,7,12,13,4,417,418,409
T078,L,T010,test,8,4,13,5,409,418,410
T078,L,T010,test,9,13,14,5,418,419,410
T078,L,T010,test,10,5,14,6,410,419,411
T078,L,T010,test,11,14,15,6,419,420,411
T078,L,T010,test,12,6,15,7,411,420,412
T078,L,T010,test,13,15,16,7,420,421,412
T078,L,T010,test,14,7,16,8,412,421,413
T078,L,T010,test,15,9,17,10,414,422,415
T078,L,T010,test,16,17,18,10,422,423,415
T078,L,T010,test,17,10,18,11,415,423,416
T078,L,T010,test,18,18,19,11,423,424,416
T078,L,T010,test,19,11,19,12,416,424,417
T078,L,T010,test,20,19,20,12,424,425,417
T078,L,T010,test,21,12,20,13,417,425,418
T078,L,T010,test,22,20,21,13,425,426,418
T078,L,T010,test,23,13,21,14,418,426,419
T078,L,T010,test,24,21,22,14,426,427,419
T078,L,T010,test,25,14,22,15,419,427,420
T078,L,T010,test,26,22,23,15,427,428,420
T078,L,T010,test,27,15,23,16,420,428,421
T078,L,T010,test,28,17,24,18,422,429,423
T078,L,T010,test,29,24,25,18,429,430,423
T078,L,T010,test,30,18,25,19,423,430,424
T078,L,T010,test,31,25,26,19,430,431,424
T078,L,T010,test,32,19,26,20,424,431,425
T078,L,T010,test,33,26,27,20,431,432,425
T078,L,T010,test,34,20,27,21,425,432,426
T078,L,T010,test,35,27,28,21,432,433,426
T078,L,T010,test,36,21,28,22,426,433,427
T078,L,T010,test,37,28,29,22,433,434,427
T078,L,T010,test,38,22,29,23,427,434,428
T078,L,T010,test,39,24,30,25,429,435,430
T078,L,T010,test,40,30,31,25,435,436,430
T078,L,T010,test,41,25,31,26,430,436,431
T078,L,T010,test,42,31,32,26,436,437,431
T078,L,T010,test,43,26,32,27,431,437,432
T078,L,T010,test,44,32,33,27,437,438,432
T078,L,T010,test,45,27,33,28,432,438,433
T078,L,T010,test,46,33,34,28,438,439,433
T078,L,T010,test,47,28,34,29,433,439,434
T078,L,T010,test,48,30,35,31,435,440,436
T078,L,T010,test,49,35,36,31,440,441,436
T078,L,T010,test,50,31,36,32,436,441,437
T078,L,T010,test,51,36,37,32,441,442,437
T078,L,T010,test,52,32,37,33,437,442,438
T078,L,T010,test,53,37,38,33,442,443,438
T078,L,T010,test,54,33,38,34,438,443,439
T078,L,T010,test,55,35,39,36,440,444,441
T078,L,T010,test,56,39,40,36,444,445,441
T078,L,T010,test,57,36,40,37,441,445,442
T078,L,T010,test,58,40,41,37,445,446,442
T078,L,T010,test,59,37,41,38,442,446,443
T078,L,T010,test,60,39,42,40,444,447,445
T078,L,T010,test,61,42,43,40,447,448,445
T078,L,T010,test,62,40,43,41,445,448,446
T078,L,T010,test,63,42,44,43,447,449,448
T078,L,T011,test,0,0,9,1,450,459,451
T078,L,T011,test,1,9,10,1,459,460,451
T078,L,T011,test,2,1,10,2,451,460,452
T078,L,T011,test,3,10,11,2,460,461,452
T078,L,T011,test,4,2,11,3,452,461,453
T078,L,T011,test,5,11,12,3,461,462,453
T078,L,T011,test,6,3,12,4,453,462,454
T078,L,T011,test,7,12,13,4,462,463,454
T078,L,T011,test,8,4,13,5,454,463,455
T078,L,T011,test,9,13,14,5,463,464,455
T078,L,T011,test,10,5,14,6,455,464,456
T078,L,T011,test,11,14,15,6,464,465,456
T078,L,T011,test,12,6,15,7,456,465,457
T078,L,T011,test,13,15,16,7,465,466,457
T078,L,T011,test,14,7,16,8,457,466,458
T078,L,T011,test,15,9,17,10,459,467,460
T078,L,T011,test,16,17,18,10,467,468,460
T078,L,T011,test,17,10,18,11,460,468,461
T078,L,T011,test,18,18,19,11,468,469,461
T078,L,T011,test,19,11,19,12,461,469,462
T078,L,T011,test,20,19,20,12,469,470,462
T078,L,T011,test,21,12,20,13,462,470,463
T078,L,T011,test,22,20,21,13,470,471,463
T078,L,T011,test,23,13,21,14,463,471,464
T078,L,T011,test,24,21,22,14,471,472,464
T078,L,T011,test,25,14,22,15,464,472,465
T078,L,T011,test,26,22,23,15,472,473,465
T078,L,T011,test,27,15,23,16,465,473,466
T078,L,T011,test,28,17,24,18,467,474,468
T078,L,T011,test,29,24,25,18,474,475,468
T078,L,T011,test,30,18,25,19,468,475,469
T078,L,T011,test,31,25,26,19,475,476,469
T078,L,T011,test,32,19,26,20,469,476,470
T078,L,T011,test,33,26,27,20,476,477,470
T078,L,T011,test,34,20,27,21,470,477,471
T078,L,T011,test,35,27,28,21,477,478,471
T078,L,T011,test,36,21,28,22,471,478,472
T078,L,T011,test,37,28,29,22,478,479,472
T078,L,T011,test,38,22,29,23,472,479,473
T078,L,T011,test,39,24,30,25,474,480,475
T078,L,T011,test,40,30,31,25,480,481,475
T078,L,T011,test,41,25,31,26,475,481,476
T078,L,T011,test,42,31,32,26,481,482,476
T078,L,T011,test,43,26,32,27,476,482,477
T078,L,T011,test,44,32,33,27,482,483,477
T078,L,T011,test,45,27,33,28,477,483,478
T078,L,T011,test,46,33,34,28,483,484,478
T078,L,T011,test,47,28,34,29,478,484,479
T078,L,T011,test,48,30,35,31,480,485,481
T078,L,T011,test,49,35,36,31,485,486,481
T078,L,T011,test,50,31,36,32,481,486,482
T078,L,T011,test,51,36,37,32,486,487,482
T078,L,T011,test,52,32,37,33,482,487,483
T078,L,T011,test,53,37,38,33,487,488,483
T078,L,T011,test,54,33,38,34,483,488,484
T078,L,T011,test,55,35,39,36,485,489,486
T078,L,T011,test,56,39,40,36,489,490,486
T078,L,T011,test,57,36,40,37,486,490,487
T078,L,T011,test,58,40,41,37,490,491,487
T078,L,T011,test,59,37,41,38,487,491,488
T078,L,T011,test,60,39,42,40,489,492,490
T078,L,T011,test,61,42,43,40,492,493,490
T078,L,T011,test,62,40,43,41,490,493,491
T078,L,T011,test,63,42,44,43,492,494,493
T078,L,T012,test,0,0,9,1,495,504,496
T078,L,T012,test,1,9,10,1,504,505,496
T078,L,T012,test,2,1,10,2,496,505,497
T078,L,T012,test,3,10,11,2,505,506,497
T078,L,T012,test,4,2,11,3,497,506,498
T078,L,T012,test,5,11,12,3,506,507,498
T078,L,T012,test,6,3,12,4,498,507,499
T078,L,T012,test,7,12,13,4,507,508,499
T078,L,T012,test,8,4,13,5,499,508,500
T078,L,T012,test,9,13,14,5,508,509,500
T078,L,T012,test,10,5,14,6,500,509,501
T078,L,T012,test,11,14,15,6,509,510,501
T078,L,T012,test,12,6,15,7,501,510,502
T078,L,T012,test,13,15,16,7,510,511,502
T078,L,T012,test,14,7,16,8,502,511,503
T078,L,T012,test,15,9,17,10,504,512,505
T078,L,T012,test,16,17,18,10,512,513,505
T078,L,T012,test,17,10,18,11,505,513,506
T078,L,T012,test,18,18,19,11,513,514,506
T078,L,T012,test,19,11,19,12,506,514,507
T078,L,T012,test,20,19,20,12,514,515,507
T078,L,T012,test,21,12,20,13,507,515,508
T078,L,T012,test,22,20,21,13,515,516,508
T078,L,T012,test,23,13,21,14,508,516,509
T078,L,T012,test,24,21,22,14,516,517,509
T078,L,T012,test,25,14,22,15,509,517,510
T078,L,T012,test,26,22,23,15,517,518,510
T078,L,T012,test,27,15,23,16,510,518,511
T078,L,T012,test,28,17,24,18,512,519,513
T078,L,T012,test,29,24,25,18,519,520,513
T078,L,T012,test,30,18,25,19,513,520,514
T078,L,T012,test,31,25,26,19,520,521,514
T078,L,T012,test,32,19,26,20,514,521,515
T078,L,T012,test,33,26,27,20,521,522,515
T078,L,T012,test,34,20,27,21,515,522,516
T078,L,T012,test,35,27,28,21,522,523,516
T078,L,T012,test,36,21,28,22,516,523,517
T078,L,T012,test,37,28,29,22,523,524,517
T078,L,T012,test,38,22,29,23,517,524,518
T078,L,T012,test,39,24,30,25,519,525,520
T078,L,T012,test,40,30,31,25,525,526,520
T078,L,T012,test,41,25,31,26,520,526,521
T078,L,T012,test,42,31,32,26,526,527,521
T078,L,T012,test,43,26,32,27,521,527,522
T078,L,T012,test,44,32,33,27,527,528,522
T078,L,T012,test,45,27,33,28,522,528,523
T078,L,T012,test,46,33,34,28,528,529,523
T078,L,T012,test,47,28,34,29,523,529,524
T078,L,T012,test,48,30,35,31,525,530,526
T078,L,T012,test,49,35,36,31,530,531,526
T078,L,T012,test,50,31,36,32,526,531,527
T078,L,T012,test,51,36,37,32,531,532,527
T078,L,T012,test,52,32,37,33,527,532,528
T078,L,T012,test,53,37,38,33,532,533,528
T078,L,T012,test,54,33,38,34,528,533,529
T078,L,T012,test,55,35,39,36,530,534,531
T078,L,T012,test,56,39,40,36,534,535,531
T078,L,T012,test,57,36,40,37,531,535,532
T078,L,T012,test,58,40,41,37,535,536,532
T078,L,T012,test,59,37,41,38,532,536,533
T078,L,T012,test,60,39,42,40,534,537,535
T078,L,T012,test,61,42,43,40,537,538,535
T078,L,T012,test,62,40,43,41,535,538,536
T078,L,T012,test,63,42,44,43,537,539,538
T078,L,T013,test,0,0,9,1,540,549,541
T078,L,T013,test,1,9,10,1,549,550,541
T078,L,T013,test,2,1,10,2,541,550,542
T078,L,T013,test,3,10,11,2,550,551,542
T078,L,T013,test,4,2,11,3,542,551,543
T078,L,T013,test,5,11,12,3,551,552,543
T078,L,T013,test,6,3,12,4,543,552,544
T078,L,T013,test,7,12,13,4,552,553,544
T078,L,T013,test,8,4,13,5,544,553,545
T078,L,T013,test,9,13,14,5,553,554,545
T078,L,T013,test,10,5,14,6,545,554,546
T078,L,T013,test,11,14,15,6,554,555,546
T078,L,T013,test,12,6,15,7,546,555,547
T078,L,T013,test,13,15,16,7,555,556,547
T078,L,T013,test,14,7,16,8,547,556,548
T078,L,T013,test,15,9,17,10,549,557,550
T078,L,T013,test,16,17,18,10,557,558,550
T078,L,T013,test,17,10,18,11,550,558,551
T078,L,T013,test,18,18,19,11,558,559,551
T078,L,T013,test,19,11,19,12,551,559,552
T078,L,T013,test,20,19,20,12,559,560,552
T078,L,T013,test,21,12,20,13,552,560,553
T078,L,T013,test,22,20,21,13,560,561,553
T078,L,T013,test,23,13,21,14,553,561,554
T078,L,T013,test,24,21,22,14,561,562,554
T078,L,T013,test,25,14,22,15,554,562,555
T078,L,T013,test,26,22,23,15,562,563,555
T078,L,T013,test,27,15,23,16,555,563,556
T078,L,T013,test,28,17,24,18,557,564,558
T078,L,T013,test,29,24,25,18,564,565,558
T078,L,T013,test,30,18,25,19,558,565,559
T078,L,T013,test,31,25,26,19,565,566,559
T078,L,T013,test,32,19,26,20,559,566,560
T078,L,T013,test,33,26,27,20,566,567,560
T078,L,T013,test,34,20,27,21,560,567,561
T078,L,T013,test,35,27,28,21,567,568,561
T078,L,T013,test,36,21,28,22,561,568,562
T078,L,T013,test,37,28,29,22,568,569,562
T078,L,T013,test,38,22,29,23,562,569,563
T078,L,T013,test,39,24,30,25,564,570,565
T078,L,T013,test,40,30,31,25,570,571,565
T078,L,T013,test,41,25,31,26,565,571,566
T078,L,T013,test,42,31,32,26,571,572,566
T078,L,T013,test,43,26,32,27,566,572,567
T078,L,T013,test,44,32,33,27,572,573,567
T078,L,T013,test,45,27,33,28,567,573,568
T078,L,T013,test,46,33,34,28,573,574,568
T078,L,T013,test,47,28,34,29,568,574,569
T078,L,T013,test,48,30,35,31,570,575,571
T078,L,T013,test,49,35,36,31,575,576,571
T078,L,T013,test,50,31,36,32,571,576,572
T078,L,T013,test,51,36,37,32,576,577,572
T078,L,T013,test,52,32,37,33,572,577,573
T078,L,T013,test,53,37,38,33,577,578,573
T078,L,T013,test,54,33,38,34,573,578,574
T078,L,T013,test,55,35,39,36,575,579,576
T078,L,T013,test,56,39,40,36,579,580,576
T078,L,T013,test,57,36,40,37,576,580,577
T078,L,T013,test,58,40,41,37,580,581,577
T078,L,T013,test,59,37,41,38,577,581,578
T078,L,T013,test,60,39,42,40,579,582,580
T078,L,T013,test,61,42,43,40,582,583,580
T078,L,T013,test,62,40,43,41,580,583,581
T078,L,T013,test,63,42,44,43,582,584,583
